Сумма,,
100,,Магазин по дороге домой с работы
246,,Мистер кет ужин
1763,,Оплата коммунальных
144,,Обед в понедельник
160,18 марта.,Желтый магаз
150,,Пх вдвоем дрим трип
2020,,Банкомат наличка дарница
400,,"На чехол, стекло и чуть-чуть на телефон"
1010,,Банкомат наличка дарница
2525,13 марта,"Банкомат на углу, помощь наличкой"
1000,9 марта,На квартиру борщага далеко
100,10 матра,На хлеб
,,
0,,
,,
,,
,,
Всего,Потратил,Осталось
20315,9618,10697
